#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
2297	M+H	28047-15-6	1	phenylacetylglutamine	Other	alan_jarmusch	0.0	spectra/specs_ms.mgf2297	InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1	 	Orbitrap	Positive	LC-ESI	265.118	lib-00013.mgf	Bronze	3	0.994825	1.95686	0.000518799	1	GNPS-LIBRARY	Dorrestein	265.118	 	0	11	C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O	1	265.117	specs_ms.mgf	CCMSLIB00002316426	1.232e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	Urine	specs_ms.mgf
3391	M+H-H2O	51146555	1	2-Hydroxyibuprofen	Isolated	NIST	0.0	spectra/specs_ms.mgf3391	InChI=1S/C13H18O3/c1-9(12(14)15)11-6-4-10(5-7-11)8-13(2,3)16/h4-7,9,16H,8H2,1-3H3,(H,14,15)	N/A	HCD	Positive	ESI	205.122	lib-00034.mgf	Bronze	3	0.994704	0.967054	0.000198364	1	NIST17	NIST	205.122	N/A	0	9	CC(C1=CC=C(C=C1)CC(C)(C)O)C(=O)O	1	205.122	specs_ms.mgf	CCMSLIB00003575583	2.8097e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
335	M+H	2457-80-9	0	5'-METHYLTHIOADENOSINE	Commercial standard	Prasad	297.09	spectra/specs_ms.mgf335	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	298.1	lib-00016.mgf	Gold	1	0.994401	13.4109	0.0039978	1	GNPS-EMBL-MCF	Alexandrov Theodore	298.1	439176	0	9	CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O	1	298.096	specs_ms.mgf	CCMSLIB00000577895	5.3237e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
271	M+H	5934-29-2	1	HISTIDINE	Commercial	Kelly Weldon	155.069	spectra/specs_ms.mgf271	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"	N/A	Orbitrap	Positive	ESI	156.077	lib-00015.mgf	Gold	1	0.993832	1.85753	0.000289917	1	GNPS-MSMLS	Dorrestein	156.077	N/A	0	6	N[C@@H](CC1=CNC=N1)C(O)=O	1	156.077	specs_ms.mgf	CCMSLIB00005464138	5.1827e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
325	M+H	5934-29-2	1	HISTIDINE	Commercial	Kelly Weldon	155.069	spectra/specs_ms.mgf325	"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1"	N/A	Orbitrap	Positive	ESI	156.077	lib-00015.mgf	Gold	1	0.993027	1.85753	0.000289917	1	GNPS-MSMLS	Dorrestein	156.077	N/A	0	6	N[C@@H](CC1=CNC=N1)C(O)=O	1	156.077	specs_ms.mgf	CCMSLIB00005464138	1.7618e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
1680	M+H-C8H18O	109433	1	Dibutyl sebacate	Isolated	NIST	0.0	spectra/specs_ms.mgf1680	InChI=1S/C18H34O4/c1-3-5-15-21-17(19)13-11-9-7-8-10-12-14-18(20)22-16-6-4-2/h3-16H2,1-2H3	N/A	HCD	Positive	ESI	185.117	lib-00034.mgf	Bronze	3	0.992959	1.07156	0.000198364	1	NIST17	NIST	185.117	N/A	0	8	CCCCOC(=O)CCCCCCCCC(=O)OCCCC	1	185.117	specs_ms.mgf	CCMSLIB00003480121	2.4328e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4251	M+H-H2O	19894974	1	(-)-Myrtenol	Isolated	NIST	0.0	spectra/specs_ms.mgf4251	InChI=1S/C10H16O/c1-10(2)8-4-3-7(6-11)9(10)5-8/h3,8-9,11H,4-6H2,1-2H3	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.992627	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC1(C2CC=C(C1C2)CO)C	1	135.117	specs_ms.mgf	CCMSLIB00003717999	1.449e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
184	M+H	14992622	1	Acetyl-DL-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf184	N/A	N/A	HCD	Positive	ESI	204.123	lib-00033.mgf	Bronze	3	0.991692	0.52327	0.000106812	1	NIST14	NIST	204.123	N/A	0	7	N/A	1	204.123	specs_ms.mgf	CCMSLIB00000265604	1.7927e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
23	M+H	63-91-2	0	L-PHENYLALANINE	Commercial standard	Prasad	165.079	spectra/specs_ms.mgf23	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	166.09	lib-00016.mgf	Gold	1	0.991619	22.8758	0.00379944	1	GNPS-EMBL-MCF	Alexandrov Theodore	166.09	6140	0	7	c1(C[C@@H](C(=O)O)N)ccccc1	1	166.086	specs_ms.mgf	CCMSLIB00000577901	2.99741e+08	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
7771	M+H	2457-80-9	0	5'-METHYLTHIOADENOSINE	Commercial standard	Prasad	297.09	spectra/specs_ms.mgf7771	N/A	N/A	Q-Exactive Plus	Positive	LC-ESI	298.1	lib-00016.mgf	Gold	1	0.991335	13.8204	0.00411987	1	GNPS-EMBL-MCF	Alexandrov Theodore	298.1	439176	0	8	CSCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)O	1	298.096	specs_ms.mgf	CCMSLIB00000577895	2.27956e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
5352	M+H-H2O	88266	1	2,6-Di-tert-butyl-4-hydroxymethylphenol	Isolated	NIST	0.0	spectra/specs_ms.mgf5352	N/A	N/A	HCD	Positive	ESI	219.174	lib-00033.mgf	Bronze	3	0.9913	0	0	1	NIST14	NIST	219.174	N/A	0	12	N/A	1	219.174	specs_ms.mgf	CCMSLIB00000289747	623000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2168	M+H	126216	1	Fenchone	Isolated	NIST	0.0	spectra/specs_ms.mgf2168	InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3	N/A	HCD	Positive	ESI	153.127	lib-00034.mgf	Bronze	3	0.991004	0.597886	9.15527e-05	1	NIST17	NIST	153.127	N/A	0	7	CC1(C2CCC(C2)(C1=O)C)C	1	153.127	specs_ms.mgf	CCMSLIB00003407991	1.422e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3431	M+H-H2O	7512176	1	Spectral Match to N-Acetyl-D-glucosamine from NIST14	Isolated	Data deposited by fevargas	0.0	spectra/specs_ms.mgf3431	N/A	N/A	Q-TOF	Positive	ESI	204.086	lib-00032.mgf	Bronze	3	0.990699	1.94393	0.000396729	1	GNPS-NIST14-MATCHES	Data from Chris Turck	204.086	N/A	0	9	N/A	1	204.086	specs_ms.mgf	CCMSLIB00003139889	2.866e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3221	M+H	616911	1	N-Acetyl-L-cysteine	Isolated	NIST	0.0	spectra/specs_ms.mgf3221	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	N/A	HCD	Positive	ESI	164.038	lib-00034.mgf	Bronze	3	0.990553	1.20926	0.000198364	1	NIST17	NIST	164.038	N/A	0	7	CC(=O)NC(CS)C(=O)O	1	164.037	specs_ms.mgf	CCMSLIB00003385644	4.982e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4609	M+H	616911	1	N-Acetyl-L-cysteine	Isolated	NIST	0.0	spectra/specs_ms.mgf4609	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	N/A	HCD	Positive	ESI	164.038	lib-00034.mgf	Bronze	3	0.990282	1.8604	0.000305176	1	NIST17	NIST	164.038	N/A	0	7	CC(=O)NC(CS)C(=O)O	1	164.037	specs_ms.mgf	CCMSLIB00003385643	3.258e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4384	M+H	616911	1	N-Acetyl-L-cysteine	Isolated	NIST	0.0	spectra/specs_ms.mgf4384	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	N/A	HCD	Positive	ESI	164.038	lib-00034.mgf	Bronze	3	0.98981	2.41852	0.000396729	1	NIST17	NIST	164.038	N/A	0	7	CC(=O)NC(CS)C(=O)O	1	164.037	specs_ms.mgf	CCMSLIB00003385643	2.383e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5972	M+H	126216	1	Fenchone	Isolated	NIST	0.0	spectra/specs_ms.mgf5972	InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3	N/A	HCD	Positive	ESI	153.127	lib-00034.mgf	Bronze	3	0.989646	0.597886	9.15527e-05	1	NIST17	NIST	153.127	N/A	0	7	CC1(C2CCC(C2)(C1=O)C)C	1	153.127	specs_ms.mgf	CCMSLIB00003407991	1.629e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2300	M+H	25518494	1	Isobutyryl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf2300	InChI=1S/C11H21NO4/c1-8(2)11(15)16-9(6-10(13)14)7-12(3,4)5/h8-9H,6-7H2,1-5H3/t9-/m1/s1	N/A	HCD	Positive	ESI	232.154	lib-00034.mgf	Bronze	3	0.989327	0.394362	9.15527e-05	1	NIST17	NIST	232.154	N/A	0	7	CC(C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	232.154	specs_ms.mgf	CCMSLIB00003578718	2.1291e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5066	M+H-2H2O	60047178	1	Linalool oxide	Isolated	NIST	0.0	spectra/specs_ms.mgf5066	InChI=1S/C10H18O2/c1-5-10(4)7-6-8(12-10)9(2,3)11/h5,8,11H,1,6-7H2,2-4H3	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.989097	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC1(CCC(O1)C(C)(C)O)C=C	1	135.117	specs_ms.mgf	CCMSLIB00003718560	711000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1224	M+H	832973	1	DL-Indole-3-lactic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf1224	InChI=1S/C11H11NO3/c13-10(11(14)15)5-7-6-12-9-4-2-1-3-8(7)9/h1-4,6,10,12-13H,5H2,(H,14,15)	N/A	HCD	Positive	ESI	206.081	lib-00034.mgf	Bronze	3	0.988614	0.518298	0.000106812	1	NIST17	NIST	206.081	N/A	0	7	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O	1	206.081	specs_ms.mgf	CCMSLIB00003472095	3.52e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5462	M+H-H2O	53369178	1	(-)-trans-Myrtanol	Isolated	NIST	0.0	spectra/specs_ms.mgf5462	InChI=1S/C10H18O/c1-10(2)8-4-3-7(6-11)9(10)5-8/h7-9,11H,3-6H2,1-2H3/t7-,8+,9+/m1/s1	N/A	HCD	Positive	ESI	137.133	lib-00034.mgf	Bronze	3	0.988515	1.55779	0.000213623	1	NIST17	NIST	137.133	N/A	0	7	CC1(C2CCC(C1C2)CO)C	1	137.132	specs_ms.mgf	CCMSLIB00003620880	3.074e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7451	M+H	616911	1	N-Acetyl-L-cysteine	Isolated	NIST	0.0	spectra/specs_ms.mgf7451	InChI=1S/C5H9NO3S/c1-3(7)6-4(2-10)5(8)9/h4,10H,2H2,1H3,(H,6,7)(H,8,9)/t4-/m0/s1	N/A	HCD	Positive	ESI	164.038	lib-00034.mgf	Bronze	3	0.988288	1.8604	0.000305176	1	NIST17	NIST	164.038	N/A	0	7	CC(=O)NC(CS)C(=O)O	1	164.037	specs_ms.mgf	CCMSLIB00003385643	2.5805e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6502	M+H-H2O	5524050	1	(+)-Dihydrocervone	Isolated	NIST	0.0	spectra/specs_ms.mgf6502	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.987955	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC1CCC(CC1=O)C(=C)C	1	135.117	specs_ms.mgf	CCMSLIB00003574869	830000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
1000	M+H-H2O	5524050	1	(+)-Dihydrocervone	Isolated	NIST	0.0	spectra/specs_ms.mgf1000	InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h8-9H,1,4-6H2,2-3H3/t8-,9-/m1/s1	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.987955	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC1CCC(CC1=O)C(=C)C	1	135.117	specs_ms.mgf	CCMSLIB00003574869	830000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
193	M+H	6505-45-9	1	INDOLE-3-ACETATE	Commercial	Kelly Weldon	175.063	spectra/specs_ms.mgf193	"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)"	N/A	Orbitrap	Positive	ESI	176.071	lib-00015.mgf	Gold	1	0.987846	2.85987	0.00050354	1	GNPS-MSMLS	Dorrestein	176.071	N/A	0	6	OC(=O)CC1=CNC2=C1C=CC=C2	1	176.07	specs_ms.mgf	CCMSLIB00005464251	1.0332e+07	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
3677	M+H-C2H4O2	53833855	1	Sabinyl acetate	Isolated	NIST	0.0	spectra/specs_ms.mgf3677	InChI=1S/C12H18O2/c1-7(2)12-5-10(12)8(3)11(6-12)14-9(4)13/h7,10-11H,3,5-6H2,1-2,4H3/t10-,11-,12+/m1/s1	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.986782	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC(C)C12CC1C(=C)C(C2)OC(=O)C	1	135.117	specs_ms.mgf	CCMSLIB00003574120	1.231e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
5250	M+H	78513	1	Spectral Match to Tris(2-butoxyethyl) phosphate from NIST14	Isolated	Data deposited by lfnothias	0.0	spectra/specs_ms.mgf5250	N/A	N/A	HCD	Positive	ESI	399.25	lib-00032.mgf	Bronze	3	0.986445	0.764373	0.000305176	1	GNPS-NIST14-MATCHES	Data from Pieter Dorrestein	399.25	N/A	0	12	N/A	1	399.25	specs_ms.mgf	CCMSLIB00003140225	692300	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
7803	M+H-H2O	1686142	1	Spectral Match to .alpha.-Pinene oxide from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf7803	N/A	N/A	HCD	Positive	ESI	135.117	lib-00032.mgf	Bronze	3	0.986412	2.2586	0.000305176	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	135.117	N/A	0	7	N/A	1	135.117	specs_ms.mgf	CCMSLIB00003138450	561300	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6564	M+H-H2O	1686142	1	Spectral Match to .alpha.-Pinene oxide from NIST14	Isolated	Data deposited by mjmeehan	0.0	spectra/specs_ms.mgf6564	N/A	N/A	HCD	Positive	ESI	135.117	lib-00032.mgf	Bronze	3	0.986412	2.2586	0.000305176	1	GNPS-NIST14-MATCHES	Data from Gabriel Haddad	135.117	N/A	0	7	N/A	1	135.117	specs_ms.mgf	CCMSLIB00003138450	561300	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2172	M+H-H2O	18457551	1	(-)-Perillyl alcohol	Isolated	NIST	0.0	spectra/specs_ms.mgf2172	InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,10-11H,1,4-7H2,2H3/t10-/m1/s1	N/A	HCD	Positive	ESI	135.117	lib-00034.mgf	Bronze	3	0.986168	1.58103	0.000213623	1	NIST17	NIST	135.117	N/A	0	6	CC(=C)C1CCC(=CC1)CO	1	135.117	specs_ms.mgf	CCMSLIB00003720725	386000	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
